"school","class_id","student_no","kokugo_score","kokugo_n","kokugo_rate","shakai_score","shakai_n","shakai_rate","sugaku_score","sugaku_n","sugaku_rate","rika_score","rika_n","rika_rate","eigo_score","eigo_n","eigo_rate","kokugo_gmm","kokugo_cut","shakai_gmm","shakai_cut","sugaku_gmm","sugaku_cut","rika_gmm","rika_cut","eigo_gmm","eigo_cut"
"C",2,10,25,51,0.490196078431373,17,44,0.386363636363636,11,36,0.305555555555556,30,45,0.666666666666667,29,59,0.491525423728814,2,2,3,1,2,1,4,3,3,2
"C",2,11,37,51,0.725490196078431,29,44,0.659090909090909,21,36,0.583333333333333,25,45,0.555555555555556,35,59,0.593220338983051,4,4,4,3,3,3,3,3,3,3
"C",2,12,40,51,0.784313725490196,26,44,0.590909090909091,33,36,0.916666666666667,18,45,0.4,26,59,0.440677966101695,5,4,4,3,5,5,2,1,2,2
"C",2,13,18,51,0.352941176470588,13,44,0.295454545454545,17,36,0.472222222222222,27,45,0.6,20,59,0.338983050847458,2,1,2,1,3,2,3,3,2,1
"C",2,14,35,51,0.686274509803922,22,44,0.5,14,36,0.388888888888889,40,45,0.888888888888889,24,59,0.406779661016949,4,3,3,2,3,1,5,5,2,2
"C",2,15,31,51,0.607843137254902,30,44,0.681818181818182,27,36,0.75,16,45,0.355555555555556,50,59,0.847457627118644,3,3,4,3,4,4,2,1,5,4
"C",2,16,21,51,0.411764705882353,21,44,0.477272727272727,17,36,0.472222222222222,27,45,0.6,14,59,0.23728813559322,2,2,3,2,3,2,3,3,2,1
"C",2,17,24,51,0.470588235294118,15,44,0.340909090909091,11,36,0.305555555555556,21,45,0.466666666666667,22,59,0.372881355932203,2,2,2,1,2,1,3,2,2,1
"C",2,18,37,51,0.725490196078431,28,44,0.636363636363636,24,36,0.666666666666667,32,45,0.711111111111111,55,59,0.932203389830508,4,4,4,3,4,3,4,4,5,5
"C",2,19,37,51,0.725490196078431,28,44,0.636363636363636,21,36,0.583333333333333,26,45,0.577777777777778,42,59,0.711864406779661,4,4,4,3,3,3,3,3,4,4
"C",2,20,41,51,0.803921568627451,36,44,0.818181818181818,24,36,0.666666666666667,19,45,0.422222222222222,43,59,0.728813559322034,5,4,5,4,4,3,2,2,4,4
"C",2,21,26,51,0.509803921568627,25,44,0.568181818181818,12,36,0.333333333333333,14,45,0.311111111111111,24,59,0.406779661016949,2,2,3,3,2,1,1,1,2,2
"C",2,22,12,51,0.235294117647059,14,44,0.318181818181818,10,36,0.277777777777778,9,45,0.2,14,59,0.23728813559322,1,1,2,1,1,1,1,1,2,1
"C",2,23,10,51,0.196078431372549,9,44,0.204545454545455,10,36,0.277777777777778,21,45,0.466666666666667,12,59,0.203389830508475,1,1,2,1,1,1,3,2,2,1
"C",2,24,13,51,0.254901960784314,10,44,0.227272727272727,8,36,0.222222222222222,34,45,0.755555555555556,13,59,0.220338983050847,1,1,2,1,1,1,4,4,2,1
"C",2,25,28,51,0.549019607843137,33,44,0.75,15,36,0.416666666666667,14,45,0.311111111111111,33,59,0.559322033898305,3,2,4,4,3,2,1,1,3,3
"C",2,26,42,51,0.823529411764706,37,44,0.840909090909091,34,36,0.944444444444444,13,45,0.288888888888889,48,59,0.813559322033898,5,4,5,4,5,5,1,1,5,4
"C",2,27,33,51,0.647058823529412,32,44,0.727272727272727,24,36,0.666666666666667,17,45,0.377777777777778,44,59,0.745762711864407,4,3,4,4,4,3,2,1,5,4
"C",2,28,20,51,0.392156862745098,0,44,0,10,36,0.277777777777778,35,45,0.777777777777778,0,59,0,2,1,1,1,1,1,4,4,1,1
"C",2,29,33,51,0.647058823529412,23,44,0.522727272727273,12,36,0.333333333333333,21,45,0.466666666666667,32,59,0.542372881355932,4,3,3,2,2,1,3,2,3,2
"C",2,30,31,51,0.607843137254902,27,44,0.613636363636364,15,36,0.416666666666667,12,45,0.266666666666667,45,59,0.76271186440678,3,3,4,3,3,2,1,1,5,4
"C",1,1,27,51,0.529411764705882,14,44,0.318181818181818,14,36,0.388888888888889,37,45,0.822222222222222,20,59,0.338983050847458,2,2,2,1,3,1,5,4,2,1
"C",1,2,38,51,0.745098039215686,31,44,0.704545454545455,27,36,0.75,15,45,0.333333333333333,40,59,0.677966101694915,4,4,4,4,4,4,2,1,4,3
"C",1,3,27,51,0.529411764705882,24,44,0.545454545454545,15,36,0.416666666666667,30,45,0.666666666666667,18,59,0.305084745762712,2,2,3,2,3,2,4,3,2,1
"C",1,4,34,51,0.666666666666667,26,44,0.590909090909091,18,36,0.5,18,45,0.4,44,59,0.745762711864407,4,3,4,3,3,2,2,1,5,4
"C",1,5,36,51,0.705882352941177,26,44,0.590909090909091,25,36,0.694444444444444,24,45,0.533333333333333,32,59,0.542372881355932,4,4,4,3,4,3,3,2,3,2
"C",1,6,31,51,0.607843137254902,22,44,0.5,13,36,0.361111111111111,34,45,0.755555555555556,38,59,0.644067796610169,3,3,3,2,2,1,4,4,4,3
"C",1,7,31,51,0.607843137254902,28,44,0.636363636363636,12,36,0.333333333333333,10,45,0.222222222222222,35,59,0.593220338983051,3,3,4,3,2,1,1,1,3,3
"C",1,8,20,51,0.392156862745098,18,44,0.409090909090909,12,36,0.333333333333333,19,45,0.422222222222222,18,59,0.305084745762712,2,1,3,2,2,1,2,2,2,1
"C",1,9,32,51,0.627450980392157,23,44,0.522727272727273,20,36,0.555555555555556,17,45,0.377777777777778,21,59,0.355932203389831,3,3,3,2,3,3,2,1,2,1
"C",1,10,24,51,0.470588235294118,23,44,0.522727272727273,15,36,0.416666666666667,41,45,0.911111111111111,26,59,0.440677966101695,2,2,3,2,3,2,5,5,2,2
"C",1,11,27,51,0.529411764705882,26,44,0.590909090909091,22,36,0.611111111111111,20,45,0.444444444444444,39,59,0.661016949152542,2,2,4,3,4,3,2,2,4,3
"C",1,12,25,51,0.490196078431373,18,44,0.409090909090909,19,36,0.527777777777778,20,45,0.444444444444444,25,59,0.423728813559322,2,2,3,2,3,2,2,2,2,2
"D",1,13,31,51,0.607843137254902,21,44,0.477272727272727,18,36,0.5,24,45,0.533333333333333,30,59,0.508474576271186,3,3,3,2,3,2,3,2,3,2
"D",1,14,30,51,0.588235294117647,24,44,0.545454545454545,11,36,0.305555555555556,23,45,0.511111111111111,38,59,0.644067796610169,3,3,3,2,2,1,3,2,4,3
"D",1,15,41,51,0.803921568627451,37,44,0.840909090909091,34,36,0.944444444444444,37,45,0.822222222222222,54,59,0.915254237288136,5,4,5,4,5,5,5,4,5,5
"D",1,16,49,51,0.96078431372549,40,44,0.909090909090909,35,36,0.972222222222222,40,45,0.888888888888889,57,59,0.966101694915254,5,5,5,5,5,5,5,5,5,5
"D",1,17,26,51,0.509803921568627,20,44,0.454545454545455,11,36,0.305555555555556,24,45,0.533333333333333,27,59,0.457627118644068,2,2,3,2,2,1,3,2,2,2
"D",1,18,34,51,0.666666666666667,15,44,0.340909090909091,9,36,0.25,19,45,0.422222222222222,38,59,0.644067796610169,4,3,2,1,1,1,2,2,4,3
"D",1,19,29,51,0.568627450980392,22,44,0.5,26,36,0.722222222222222,34,45,0.755555555555556,40,59,0.677966101694915,3,3,3,2,4,4,4,4,4,3
"D",1,20,22,51,0.431372549019608,17,44,0.386363636363636,12,36,0.333333333333333,10,45,0.222222222222222,22,59,0.372881355932203,2,2,3,1,2,1,1,1,2,1
"D",1,21,18,51,0.352941176470588,19,44,0.431818181818182,16,36,0.444444444444444,21,45,0.466666666666667,22,59,0.372881355932203,2,1,3,2,3,2,3,2,2,1
"D",1,22,34,51,0.666666666666667,25,44,0.568181818181818,8,36,0.222222222222222,14,45,0.311111111111111,50,59,0.847457627118644,4,3,3,3,1,1,1,1,5,4
"D",1,23,27,51,0.529411764705882,23,44,0.522727272727273,9,36,0.25,13,45,0.288888888888889,21,59,0.355932203389831,2,2,3,2,1,1,1,1,2,1
"D",1,24,17,51,0.333333333333333,11,44,0.25,9,36,0.25,17,45,0.377777777777778,18,59,0.305084745762712,1,1,2,1,1,1,2,1,2,1
"D",1,25,32,51,0.627450980392157,38,44,0.863636363636364,20,36,0.555555555555556,35,45,0.777777777777778,37,59,0.627118644067797,3,3,5,5,3,3,4,4,3,3
"D",1,26,29,51,0.568627450980392,19,44,0.431818181818182,8,36,0.222222222222222,21,45,0.466666666666667,26,59,0.440677966101695,3,3,3,2,1,1,3,2,2,2
"D",1,27,27,51,0.529411764705882,17,44,0.386363636363636,9,36,0.25,12,45,0.266666666666667,18,59,0.305084745762712,2,2,3,1,1,1,1,1,2,1
"D",1,28,40,51,0.784313725490196,33,44,0.75,34,36,0.944444444444444,37,45,0.822222222222222,46,59,0.779661016949153,5,4,4,4,5,5,5,4,5,4
"D",1,29,23,51,0.450980392156863,24,44,0.545454545454545,6,36,0.166666666666667,15,45,0.333333333333333,24,59,0.406779661016949,2,2,3,2,1,1,2,1,2,2
"D",1,30,29,51,0.568627450980392,33,44,0.75,18,36,0.5,30,45,0.666666666666667,49,59,0.830508474576271,3,3,4,4,3,2,4,3,5,4
"D",2,1,29,51,0.568627450980392,23,44,0.522727272727273,28,36,0.777777777777778,32,45,0.711111111111111,46,59,0.779661016949153,3,3,3,2,4,4,4,4,5,4
"D",2,2,24,51,0.470588235294118,21,44,0.477272727272727,10,36,0.277777777777778,26,45,0.577777777777778,20,59,0.338983050847458,2,2,3,2,1,1,3,3,2,1
"D",2,3,20,51,0.392156862745098,22,44,0.5,22,36,0.611111111111111,19,45,0.422222222222222,36,59,0.610169491525424,2,1,3,2,4,3,2,2,3,3
"D",2,4,28,51,0.549019607843137,25,44,0.568181818181818,19,36,0.527777777777778,19,45,0.422222222222222,35,59,0.593220338983051,3,2,3,3,3,2,2,2,3,3
"D",2,5,22,51,0.431372549019608,11,44,0.25,2,36,0.0555555555555556,17,45,0.377777777777778,16,59,0.271186440677966,2,2,2,1,1,1,2,1,2,1
"D",2,6,48,51,0.941176470588235,37,44,0.840909090909091,32,36,0.888888888888889,41,45,0.911111111111111,46,59,0.779661016949153,5,5,5,4,5,5,5,5,5,4
"D",2,7,27,51,0.529411764705882,17,44,0.386363636363636,12,36,0.333333333333333,20,45,0.444444444444444,44,59,0.745762711864407,2,2,3,1,2,1,2,2,5,4
"D",2,8,20,51,0.392156862745098,11,44,0.25,11,36,0.305555555555556,20,45,0.444444444444444,17,59,0.288135593220339,2,1,2,1,2,1,2,2,2,1
"D",2,9,32,51,0.627450980392157,15,44,0.340909090909091,16,36,0.444444444444444,18,45,0.4,38,59,0.644067796610169,3,3,2,1,3,2,2,1,4,3
"D",2,10,29,51,0.568627450980392,18,44,0.409090909090909,14,36,0.388888888888889,23,45,0.511111111111111,21,59,0.355932203389831,3,3,3,2,3,1,3,2,2,1
"D",2,11,31,51,0.607843137254902,18,44,0.409090909090909,16,36,0.444444444444444,28,45,0.622222222222222,35,59,0.593220338983051,3,3,3,2,3,2,4,3,3,3
"D",2,12,28,51,0.549019607843137,20,44,0.454545454545455,16,36,0.444444444444444,14,45,0.311111111111111,13,59,0.220338983050847,3,2,3,2,3,2,1,1,2,1
"D",2,13,31,51,0.607843137254902,29,44,0.659090909090909,26,36,0.722222222222222,30,45,0.666666666666667,35,59,0.593220338983051,3,3,4,3,4,4,4,3,3,3
"D",2,14,25,51,0.490196078431373,19,44,0.431818181818182,13,36,0.361111111111111,22,45,0.488888888888889,26,59,0.440677966101695,2,2,3,2,2,1,3,2,2,2
"D",2,15,33,51,0.647058823529412,30,44,0.681818181818182,22,36,0.611111111111111,34,45,0.755555555555556,39,59,0.661016949152542,4,3,4,3,4,3,4,4,4,3
"D",2,16,28,51,0.549019607843137,34,44,0.772727272727273,26,36,0.722222222222222,34,45,0.755555555555556,46,59,0.779661016949153,3,2,4,4,4,4,4,4,5,4
"D",2,17,22,51,0.431372549019608,19,44,0.431818181818182,12,36,0.333333333333333,17,45,0.377777777777778,20,59,0.338983050847458,2,2,3,2,2,1,2,1,2,1
"D",2,18,35,51,0.686274509803922,31,44,0.704545454545455,21,36,0.583333333333333,31,45,0.688888888888889,37,59,0.627118644067797,4,3,4,4,3,3,4,3,3,3
"D",2,19,23,51,0.450980392156863,22,44,0.5,18,36,0.5,19,45,0.422222222222222,21,59,0.355932203389831,2,2,3,2,3,2,2,2,2,1
"D",2,20,25,51,0.490196078431373,31,44,0.704545454545455,25,36,0.694444444444444,27,45,0.6,27,59,0.457627118644068,2,2,4,4,4,3,3,3,2,2
"D",2,21,10,51,0.196078431372549,19,44,0.431818181818182,13,36,0.361111111111111,19,45,0.422222222222222,17,59,0.288135593220339,1,1,3,2,2,1,2,2,2,1
"D",2,22,27,51,0.529411764705882,33,44,0.75,10,36,0.277777777777778,21,45,0.466666666666667,19,59,0.322033898305085,2,2,4,4,1,1,3,2,2,1
"D",2,23,21,51,0.411764705882353,22,44,0.5,25,36,0.694444444444444,23,45,0.511111111111111,19,59,0.322033898305085,2,2,3,2,4,3,3,2,2,1
"D",2,24,19,51,0.372549019607843,11,44,0.25,7,36,0.194444444444444,6,45,0.133333333333333,13,59,0.220338983050847,2,1,2,1,1,1,1,1,2,1
"D",2,25,31,51,0.607843137254902,21,44,0.477272727272727,22,36,0.611111111111111,16,45,0.355555555555556,17,59,0.288135593220339,3,3,3,2,4,3,2,1,2,1
"D",2,26,31,51,0.607843137254902,27,44,0.613636363636364,17,36,0.472222222222222,26,45,0.577777777777778,36,59,0.610169491525424,3,3,4,3,3,2,3,3,3,3
"D",2,27,26,51,0.509803921568627,18,44,0.409090909090909,10,36,0.277777777777778,19,45,0.422222222222222,18,59,0.305084745762712,2,2,3,2,1,1,2,2,2,1
"D",2,28,22,51,0.431372549019608,11,44,0.25,9,36,0.25,11,45,0.244444444444444,19,59,0.322033898305085,2,2,2,1,1,1,1,1,2,1
"D",2,29,32,51,0.627450980392157,22,44,0.5,21,36,0.583333333333333,21,45,0.466666666666667,42,59,0.711864406779661,3,3,3,2,3,3,3,2,4,4
"D",2,30,39,51,0.764705882352941,40,44,0.909090909090909,33,36,0.916666666666667,37,45,0.822222222222222,53,59,0.898305084745763,5,4,5,5,5,5,5,4,5,5
